Player,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
John Paul Evans,L,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Chris Hayes,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Fern Headley,L,D,1,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Harry Helman,R,R,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
David Fenyves,L,D,11,0,0,0,-3,9,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Bob Fitchner,L,C,3,0,0,0,-1,10,0.0,0,0,0,0,0,0,0,0,0,,,
Phil Hergesheimer,R,R,6,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Orville Heximer,L,L,5,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Steven Fletcher,L,D,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,0,,,
Normie Himes,R,C,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Terry Holbrook,R,R,5,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Gord Hollingworth,L,D,4,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Lou Holmes,L,C,2,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Albert Holway,L,D,6,0,0,0,0,0,0.0,,,,,,,0,0,,,,
George Horne,R,R,4,0,0,0,0,4,0.0,,,,,,,0,0,,,,
Steve Hrymnak,L,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Corey Foster,L,D,3,0,0,0,-2,4,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Dan Frawley,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Bill Hutton,R,D,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Ron Ingram,R,D,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Ivan Irwin,L,D,5,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0,,,,
Jean-Marc Gaulin,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Steve Gatzos,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Brad Gassoff,L,L,3,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Marshall Johnston,R,D,6,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,10,0.0,,
Ross Johnstone,L,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Danny Geoffrion,R,R,2,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,0,,,
Eric Germain,L,D,1,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,0,0,,,
Vern Kaiser,L,L,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Walter Kalbfleish,R,D,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Max Kaminsky,L,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Doug Gibson,L,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Bill Kendall,R,R,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Larry Giroux,R,D,5,0,0,0,-3,4,0.0,0,0,0,0,0,0,0,0,6,0.0,,
Lloyd Klein,L,L,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Steve Kraftcheck,R,D,6,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,,,
Merv Kuryluk,L,L,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Adie Lafrance,L,L,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Jean-Paul Lamirande,R,L,8,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,,,
Christopher Govedaris,L,L,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Myles Lane,L,D,11,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Steve Langdon,L,L,4,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Charlie Langlois,R,R,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Brian Lavender,L,L,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,0,,,
Pat Graham,L,L,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,0,,,
Jack Laviolette,R,D,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Hilliard Graves,R,R,2,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Bryan Lefley,L,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Jacques Lemieux,R,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Jeff Greenlaw,L,L,2,0,0,0,-1,21,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Jari Gronstrand,L,D,3,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,,,
Ari Haanpaa,R,R,6,0,0,0,-1,10,0.0,0,0,0,0,0,0,0,0,9,0.0,,
Rich Lemieux,L,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0.0,,
Art Lesieur,R,D,14,0,0,0,0,4,0.0,,,,,,,0,0,,,,
Al Hamilton,R,D,7,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Ken Hammond,L,D,15,0,0,0,-9,24,0.0,0,0,0,0,0,0,0,0,11,0.0,,
Rick Hampton,L,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Mark Hamway,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Stan Long,L,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Ross Lowe,R,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Fred Lowrey,R,R,2,0,0,0,0,6,0.0,,,,,,,0,0,,,,
Bernie Lukowich,R,R,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Ron Lyons,L,L,5,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Hub Macey,L,L,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Mickey MacKay,L,C,11,0,0,0,0,6,0.0,,,,,,,0,0,,,,
Reg Mackey,L,D,1,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Howie Mackie,L,R,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Ralph MacSweyn,R,D,8,0,0,0,-6,6,0.0,0,0,0,0,0,0,0,0,8,0.0,,
Connie Madigan,L,D,5,0,0,0,1,4,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Fern Majeau,L,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Phil Maloney,L,C,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Ray Maluta,L,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Norm Mann,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Bud Maracle,L,L,4,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Mark Marquess,R,R,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Johnny Matz,R,C,1,0,0,0,0,0,0.0,,,,,,,0,0,,,,
George McAvoy,L,D,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Mike Hartman,L,L,21,0,0,0,0,106,0.0,0,0,0,0,0,0,0,0,18,0.0,,
Mark Heaslip,R,R,5,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Raimo Helminen,L,C,2,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Brian McDonald,R,C,8,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,8,0.0,,
Matthew Block,R,D,5,0,0,0,-1,6,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Bert McInenly,L,L,4,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Paul McIntosh,R,D,2,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,0,,,
Doug McKay,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Jack MacKell,R,R,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
John McKinnon,R,D,2,0,0,0,0,4,0.0,,,,,,,0,0,,,,
Rollie McLenahan,L,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Jackie McLeod,R,R,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Andre Hidi,L,L,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Sammy McManus,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Paul Higgins,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Charley McVeigh,L,C,4,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Jack McVicar,R,D,6,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Dave Hindmarch,R,R,10,0,0,0,-4,6,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Bill Meronek,L,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Hib Milks,L,L,11,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Hugh Millar,L,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Tom Hirsch,R,D,12,0,0,0,-5,6,0.0,0,0,0,0,0,0,0,0,10,0.0,,
Bill Miller,R,C,12,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Bill Moe,L,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Ron Moffat,L,L,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Larry Molyneaux,R,D,10,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0,,,,
Hank Monteith,L,L,4,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Pete Morin,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Lew Morrison,R,R,17,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,12,0.0,,
Rod Morrison,R,R,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Wayne Muloin,L,D,10,0,0,0,-4,2,0.0,0,0,0,0,0,0,0,0,9,0.0,,
Rick Hodgson,R,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Allan Murray,L,D,14,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0,,,,
Bill Hogaboam,R,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Larry Hopkins,L,L,6,0,0,0,-6,2,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Ron Hoover,L,L,8,0,0,0,-2,18,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Mike Neville,R,C,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Don Howse,L,L,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Dave Hoyda,L,L,12,0,0,0,1,17,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Lex Hudson,L,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Don O'Donoghue,R,R,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Kerry Huffman,L,D,11,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,13,0.0,,
Tom O'Neill,R,R,4,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,,,
Bill Orban,L,C,3,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Eddie Ouellette,L,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Pete Palangio,L,L,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
George Patterson,R,L,5,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Miroslav Ihnacak,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Frank Peters,R,D,4,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Bill Phillips,L,C,4,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Nels Podolsky,L,L,7,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,,,
Don Poile,L,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Dan Poliziani,R,R,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Lynn Powis,L,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Jack Price,L,D,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Jean Pusie,L,D,3,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Max Quackenbush,L,D,6,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,,,
Leo Quenneville,L,L,3,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Rags Raglan,L,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Armand Raymond,L,D,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Paul Raymond,R,R,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Wes Jarvis,L,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,,,
David Jensen,L,C,11,0,0,0,-3,2,0.0,0,0,0,0,0,0,0,0,6,0.0,,
Bill Regan,L,D,8,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Gerry Reid,R,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Reg Reid,L,L,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Leo Reise Sr.,R,D,6,0,0,0,0,16,0.0,,,,,,,0,0,,,,
Dave Ritchie,R,D,1,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Fred Robertson,L,D,7,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Greg Joly,L,D,5,0,0,0,3,8,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Yvan Joly,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Earl Roche,L,L,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Kevin Kaminski,L,C,8,0,0,0,-1,52,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Roly Rossignol,R,R,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Sam Rothschild,L,L,6,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Darin Kimble,R,R,23,0,0,0,-2,52,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Mike Kitchen,L,D,2,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Joe Kowal,L,L,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Dale Krentz,L,L,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Stu Kulak,R,R,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Paul Runge,L,C,7,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,,,
Guy Larose,L,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Mark LaVarre,R,R,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,,,
Claude Larose,R,L,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,5,0.0,,
J.P. Leblanc,L,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Rich Leduc,L,C,5,0,0,0,-1,9,0.0,0,0,0,0,0,0,0,0,2,0.0,,
John Leblanc,L,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Dick Sarrazin,R,R,4,0,0,0,-5,0,0.0,0,0,0,0,0,0,0,0,8,0.0,,
Tony Savage,L,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Igor Liba,L,L,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,,,
David Logan,L,D,12,0,0,0,-14,10,0.0,0,0,0,0,0,0,0,0,9,0.0,,
Gilles Lupien,L,D,25,0,0,0,-3,21,0.0,0,0,0,0,0,0,0,0,9,0.0,,
Jackie Schmidt,L,L,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Danny Schock,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
David Mackey,L,L,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Enio Sclisizzi,L,L,13,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,,,
Johnny Sheppard,L,L,9,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Darryl Maggs,--,D,4,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Kevin Maguire,R,R,10,0,0,0,-2,86,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Al Simmons,R,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Cliff Simpson,R,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Joe Simpson,R,D,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Alex Singbush,L,D,3,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,,,
Brian Smith,R,L,7,0,0,0,-7,0,0.0,0,0,0,0,0,0,0,0,8,0.0,,
Brian Smith,L,L,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Don Smith,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Stan Smith,L,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Stu Smith,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Wayne Smith,L,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Rod Smylie,R,L,4,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Steve Maltais,L,L,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Dan Mandich,--,D,7,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Jimmy Mann,R,R,21,0,0,0,0,89,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Irv Spencer,L,D,16,0,0,0,1,8,0.0,0,0,0,0,0,0,0,0,7,0.0,,
Claude St. Sauveur,L,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Ted Stackhouse,R,D,1,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Jack Stanfield,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Myron Stankiewicz,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
John Stewart,L,L,4,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Art Stratton,L,C,5,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Bill Summerhill,R,R,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Harry Taylor,R,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Ralph Taylor,R,D,4,0,0,0,0,10,0.0,,,,,,,0,0,,,,
Leo Thiffault,L,L,5,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,0,,,
Paul Marshall,--,L,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Bill Thomson,R,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Jack Tomson,R,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Zellio Toppazzini,R,R,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Jacques Toupin,R,R,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Bob Trapp,L,D,2,0,0,0,0,4,0.0,,,,,,,0,0,,,,
Percy Traub,L,D,4,0,0,0,0,6,0.0,,,,,,,0,0,,,,
Nils Tremblay,R,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Rene Trudell,R,R,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Tom Martin,L,L,4,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0,,,
Steve Martinson,L,L,1,0,0,0,-1,10,0.0,0,0,0,0,0,0,0,0,1,0.0,,
James Masters,R,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Sparky Vail,L,D,10,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Kurt Walker,R,D,16,0,0,0,-1,34,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Don Webster,L,L,5,0,0,0,0,12,0.0,0,0,0,0,0,0,0,0,,,,
Tex White,R,R,4,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Bob Whitelaw,L,D,9,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
William McDougall,R,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Ray McKay,L,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Bob McGill,R,D,49,0,0,0,1,88,0.0,0,0,0,0,0,0,0,0,28,0.0,,
Ken McRae,R,C,6,0,0,0,-2,4,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Jim McKenzie,L,L,51,0,0,0,-5,38,0.0,0,0,0,0,0,0,0,0,20,0.0,,
Burr Williams,R,D,7,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0,,,,
Don Willson,L,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Gord Wilson,L,L,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Larry Wilson,L,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Wally Wilson,R,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Ken Yackel,R,R,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Carl Mokosak,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Hartland Monahan,R,R,6,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,0,6,0.0,,
George Morrison,L,L,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Rob Murphy,L,C,4,0,0,0,-3,2,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Rob Murray,R,C,9,0,0,0,-1,18,0.0,0,0,0,0,0,0,0,0,4,0.0,,
John Newberry,L,C,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Dan Newman,L,R,3,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Neil Nicholson,R,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Frank Nigro,R,C,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Kraig Nienhuis,L,L,2,0,0,0,-4,14,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Milan Novy,L,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Billy O'Dwyer,L,C,10,0,0,0,2,2,0.0,0,0,0,0,0,0,0,0,6,0.0,,
Doug Palazzari,L,C,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Gregory Parks,R,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Jeff Parker,R,R,5,0,0,0,-1,26,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Kent Paynter,L,D,4,0,0,0,-2,10,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Mark Pederson,L,L,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Allen Pedersen,L,D,64,0,0,0,-6,91,0.0,0,0,0,0,0,0,0,0,25,0.0,,
Lyle Phair,L,D,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Michel Picard,L,L,5,0,0,0,-3,2,0.0,0,0,0,0,0,0,0,0,7,0.0,,
Randy Pierce,R,R,2,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Rich Pilon,L,D,15,0,0,0,5,50,0.0,0,0,0,0,0,0,0,0,7,0.0,,
Lawrence Pleau,L,C,4,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Rudy Poeschek,R,D,5,0,0,0,-2,18,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Petr Prajzler,L,D,4,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Sergei Priakin,L,L,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Ken Priestlay,L,C,14,0,0,0,-9,21,0.0,0,0,0,0,0,0,0,0,26,0.0,,
Steve Richmond,L,D,4,0,0,0,0,12,0.0,0,0,0,0,0,0,0,0,0,,,
Mario Roberge,L,L,15,0,0,0,-1,24,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Jim Roberts,L,R,2,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Mike Rucinski,L,C,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Ken Sabourin,L,D,12,0,0,0,-4,34,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Andreas Schliebener,L,D,6,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Dwight Schofield,L,D,9,0,0,0,1,55,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Brent Severyn,L,L,8,0,0,0,1,12,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Brad Selwood,L,D,6,0,0,0,-6,4,0.0,0,0,0,0,0,0,0,0,8,0.0,,
Daniel Shank,R,R,5,0,0,0,0,22,0.0,0,0,0,0,0,0,0,0,0,,,
Gord Sherven,R,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Ville Siren,L,D,7,0,0,0,-2,6,0.0,0,0,0,0,0,0,0,0,7,0.0,,
Larry Skinner,L,C,2,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,0,,,
Greg Smyth,R,D,12,0,0,0,-1,40,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Don Spring,L,D,6,0,0,0,-10,10,0.0,0,0,0,0,0,0,0,0,7,0.0,,
Daryl Stanley,L,D,17,0,0,0,-6,30,0.0,0,0,0,0,0,0,0,0,8,0.0,,
Trevor Stienburg,R,R,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Michael Stothers,L,D,5,0,0,0,1,11,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Tim Sweeney,L,R,4,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Mark Taylor,L,C,6,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Paul Terbenche,L,D,11,0,0,0,-5,0,0.0,0,0,0,0,0,0,0,0,9,0.0,,
Mats Thelin,L,D,5,0,0,0,-3,6,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Alex Tidey,R,R,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Jim Thomson,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Larry Trader,L,D,3,0,0,0,-6,0,0.0,0,0,0,0,0,0,0,0,3,0.0,,
